,Username,Title,Country,Last_Online,Joined,lastrapid,lastblitz,lastdaily,lastbullet,recordrapid,recordblitz,recordbullet,recorddaily
1830,dumpsack,FM,TM,1587687487,1377729359,"{'rating': 1785, 'date': 1531146982, 'rd': 169}","{'rating': 2477, 'date': 1587760447, 'rd': 32}","{'rating': 1747, 'date': 1586198406, 'rd': 85}","{'rating': 2379, 'date': 1587762027, 'rd': 59}","{'win': 46, 'loss': 41, 'draw': 9}","{'win': 2656, 'loss': 1755, 'draw': 300}","{'win': 2003, 'loss': 1194, 'draw': 159}","{'win': 122, 'loss': 98, 'draw': 22, 'time_per_move': 68528, 'timeout_percent': 85.71}"
1831,duratschok,FM,AT,1587676057,1493556086,"{'rating': 2263, 'date': 1586029015, 'rd': 132}","{'rating': 2512, 'date': 1586551981, 'rd': 44}","{'rating': 1828, 'date': 1574619187, 'rd': 326}","{'rating': 2153, 'date': 1543357913, 'rd': 119}","{'win': 11, 'loss': 4, 'draw': 3}","{'win': 1072, 'loss': 887, 'draw': 295}","{'win': 6, 'loss': 2, 'draw': 0}","{'win': 2, 'loss': 0, 'draw': 0, 'time_per_move': 3647, 'timeout_percent': 0}"
1832,durvara,FM,CZ,1585767799,1371425451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1833,dvahrasta,FM,RS,1587691580,1340449205,"{'rating': 1883, 'date': 1586034657, 'rd': 132}","{'rating': 2454, 'date': 1587775114, 'rd': 35}",N/A,N/A,"{'win': 10, 'loss': 0, 'draw': 0}","{'win': 3971, 'loss': 2529, 'draw': 503}",N/A,N/A
1834,dyziotomi99,FM,PL,1587642719,1483106492,N/A,"{'rating': 2541, 'date': 1587643020, 'rd': 57}","{'rating': 1200, 'date': 1518125402, 'rd': 350}","{'rating': 2496, 'date': 1587759223, 'rd': 69}",N/A,"{'win': 1435, 'loss': 1134, 'draw': 284}","{'win': 162, 'loss': 82, 'draw': 23}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 8655, 'timeout_percent': 0}"
1835,earling8018,FM,DE,1587488414,1518190166,N/A,"{'rating': 2055, 'date': 1587491814, 'rd': 27}",N/A,"{'rating': 1817, 'date': 1562539702, 'rd': 236}",N/A,"{'win': 1094, 'loss': 785, 'draw': 144}","{'win': 1, 'loss': 1, 'draw': 0}",N/A
1836,easemydivinity,FM,IN,1587689374,1558448464,N/A,"{'rating': 2568, 'date': 1587768138, 'rd': 84}",N/A,"{'rating': 2402, 'date': 1587767908, 'rd': 59}",N/A,"{'win': 11, 'loss': 8, 'draw': 0}","{'win': 36, 'loss': 48, 'draw': 7}",N/A
1837,ebijo,FM,GE,1587669592,1463083270,N/A,"{'rating': 2442, 'date': 1587659188, 'rd': 29}",N/A,"{'rating': 2322, 'date': 1587728237, 'rd': 34}",N/A,"{'win': 515, 'loss': 505, 'draw': 76}","{'win': 69, 'loss': 57, 'draw': 9}",N/A
1838,ebncew,FM,BE,1587677526,1298052489,N/A,"{'rating': 2131, 'date': 1587758122, 'rd': 18}","{'rating': 1198, 'date': 1587234243, 'rd': 186}",N/A,N/A,"{'win': 6774, 'loss': 5566, 'draw': 737}",N/A,"{'win': 10, 'loss': 0, 'draw': 0, 'time_per_move': 3883, 'timeout_percent': 0}"
1839,eckert-stl,FM,US,1382496805,1346220555,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1840,econpower,FM,US,1587686612,1415518225,N/A,"{'rating': 2647, 'date': 1587772101, 'rd': 24}",N/A,"{'rating': 2631, 'date': 1585270673, 'rd': 36}",N/A,"{'win': 872, 'loss': 1003, 'draw': 244}","{'win': 792, 'loss': 914, 'draw': 147}",N/A
1841,eddiemarsalla,FM,HR,1587646869,1407163686,N/A,"{'rating': 2559, 'date': 1587495058, 'rd': 65}",N/A,"{'rating': 2400, 'date': 1570536467, 'rd': 127}",N/A,"{'win': 399, 'loss': 287, 'draw': 58}","{'win': 44, 'loss': 9, 'draw': 2}",N/A
1842,edgarrodrigues,FM,BR,1587699886,1529467404,N/A,"{'rating': 2311, 'date': 1587700983, 'rd': 24}",N/A,"{'rating': 2229, 'date': 1585933249, 'rd': 112}",N/A,"{'win': 2370, 'loss': 1908, 'draw': 191}","{'win': 112, 'loss': 54, 'draw': 7}",N/A
1843,edinburghcc,FM,XS,1587659755,1310023289,N/A,N/A,"{'rating': 2247, 'date': 1587627247, 'rd': 47}",N/A,N/A,N/A,N/A,"{'win': 1662, 'loss': 460, 'draw': 803, 'time_per_move': 145426, 'timeout_percent': 0}"
1844,edjo32,FM,DE,1587580489,1465317853,N/A,"{'rating': 2344, 'date': 1585933238, 'rd': 78}","{'rating': 1655, 'date': 1466950513, 'rd': 78}","{'rating': 2300, 'date': 1566071127, 'rd': 71}",N/A,"{'win': 351, 'loss': 177, 'draw': 30}","{'win': 181, 'loss': 132, 'draw': 12}","{'win': 15, 'loss': 10, 'draw': 0, 'time_per_move': 2964, 'timeout_percent': 0}"
1845,eduardoperalta,FM,PY,1535583601,1323138939,N/A,"{'rating': 2128, 'date': 1535584093, 'rd': 30}","{'rating': 800, 'date': 1429063328, 'rd': 350}",N/A,N/A,"{'win': 1474, 'loss': 1281, 'draw': 141}",N/A,"{'win': 1, 'loss': 3, 'draw': 0, 'time_per_move': 87349, 'timeout_percent': 0}"
1846,ega2006,FM,BY,1587668767,1488214483,"{'rating': 2350, 'date': 1498640584, 'rd': 284}","{'rating': 2431, 'date': 1587731157, 'rd': 47}",N/A,"{'rating': 2350, 'date': 1560151285, 'rd': 123}","{'win': 1, 'loss': 2, 'draw': 0}","{'win': 192, 'loss': 124, 'draw': 18}","{'win': 6, 'loss': 6, 'draw': 0}",N/A
1847,egilstoft1992,FM,FO,1587668345,1385649145,"{'rating': 2086, 'date': 1586777841, 'rd': 87}","{'rating': 2346, 'date': 1587069249, 'rd': 46}","{'rating': 1950, 'date': 1587668360, 'rd': 72}","{'rating': 2428, 'date': 1587650016, 'rd': 38}","{'win': 19, 'loss': 7, 'draw': 4}","{'win': 914, 'loss': 708, 'draw': 126}","{'win': 922, 'loss': 727, 'draw': 146}","{'win': 132, 'loss': 8, 'draw': 13, 'time_per_move': 5265, 'timeout_percent': 0}"
1848,eilia003sp,FM,CA,1587677606,1514874902,N/A,"{'rating': 2401, 'date': 1587776743, 'rd': 24}",N/A,"{'rating': 2288, 'date': 1586636021, 'rd': 74}",N/A,"{'win': 582, 'loss': 636, 'draw': 84}","{'win': 255, 'loss': 240, 'draw': 21}",N/A
1849,eilyisum,FM,US,1459206602,1303511778,"{'rating': 2466, 'date': 1424228908, 'rd': 145}","{'rating': 2444, 'date': 1452109517, 'rd': 55}","{'rating': 2215, 'date': 1389270731, 'rd': 125}","{'rating': 2476, 'date': 1452109659, 'rd': 39}","{'win': 98, 'loss': 53, 'draw': 14}","{'win': 5888, 'loss': 1492, 'draw': 389}","{'win': 22937, 'loss': 10184, 'draw': 1750}","{'win': 78, 'loss': 1, 'draw': 7, 'time_per_move': 36899, 'timeout_percent': 0}"
1850,ejalmedina,FM,PR,1587681044,1301541816,"{'rating': 2046, 'date': 1582616237, 'rd': 105}","{'rating': 2264, 'date': 1587773735, 'rd': 20}","{'rating': 1104, 'date': 1522032366, 'rd': 215}","{'rating': 1900, 'date': 1585260998, 'rd': 52}","{'win': 47, 'loss': 17, 'draw': 4}","{'win': 3660, 'loss': 2974, 'draw': 456}","{'win': 439, 'loss': 382, 'draw': 27}","{'win': 2, 'loss': 0, 'draw': 0, 'time_per_move': 22684, 'timeout_percent': 0}"
1851,ekpen,FM,NG,1587628693,1322292944,N/A,"{'rating': 2127, 'date': 1587624457, 'rd': 21}",N/A,"{'rating': 1068, 'date': 1509399729, 'rd': 280}",N/A,"{'win': 10304, 'loss': 8504, 'draw': 857}","{'win': 0, 'loss': 3, 'draw': 0}",N/A
1852,el-reptiliano,FM,CL,1587671035,1500598851,N/A,"{'rating': 2281, 'date': 1587745651, 'rd': 31}",N/A,"{'rating': 2229, 'date': 1587347963, 'rd': 54}",N/A,"{'win': 774, 'loss': 557, 'draw': 86}","{'win': 137, 'loss': 118, 'draw': 10}",N/A
1853,elamier,FM,EG,1587688248,1586349592,N/A,"{'rating': 2297, 'date': 1587775497, 'rd': 30}",N/A,N/A,N/A,"{'win': 82, 'loss': 81, 'draw': 15}",N/A,N/A
1854,elarbiabobker,FM,LY,1558086687,1458008727,"{'rating': 1859, 'date': 1557742873, 'rd': 140}","{'rating': 2228, 'date': 1558087392, 'rd': 33}",N/A,"{'rating': 1695, 'date': 1557743250, 'rd': 49}","{'win': 4, 'loss': 6, 'draw': 1}","{'win': 6353, 'loss': 7151, 'draw': 828}","{'win': 2325, 'loss': 2481, 'draw': 162}",N/A
1855,elbek_jumanov,FM,UZ,1582873479,1404877301,N/A,"{'rating': 2497, 'date': 1582874206, 'rd': 59}",N/A,"{'rating': 2378, 'date': 1542616310, 'rd': 100}",N/A,"{'win': 700, 'loss': 801, 'draw': 102}","{'win': 134, 'loss': 140, 'draw': 14}",N/A
1856,elchess27,FM,HU,1476911150,1382640130,"{'rating': 2000, 'date': 1424976167, 'rd': 290}","{'rating': 2241, 'date': 1470383026, 'rd': 67}","{'rating': 2003, 'date': 1425252728, 'rd': 346}","{'rating': 2160, 'date': 1444421202, 'rd': 43}","{'win': 0, 'loss': 1, 'draw': 0}","{'win': 227, 'loss': 194, 'draw': 17}","{'win': 355, 'loss': 412, 'draw': 23}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 16374, 'timeout_percent': 0}"
1857,elhamrealabdrlauf,FM,NO,1587695058,1586978362,N/A,"{'rating': 2640, 'date': 1587768956, 'rd': 24}",N/A,"{'rating': 2675, 'date': 1587763875, 'rd': 19}",N/A,"{'win': 158, 'loss': 94, 'draw': 19}","{'win': 274, 'loss': 185, 'draw': 38}",N/A
1858,elisak43,FM,HU,1587674608,1460718237,N/A,"{'rating': 2374, 'date': 1587575567, 'rd': 28}",N/A,"{'rating': 2395, 'date': 1584133715, 'rd': 61}",N/A,"{'win': 2629, 'loss': 2521, 'draw': 527}","{'win': 1440, 'loss': 1401, 'draw': 208}",N/A
1859,eliwood44,FM,FR,1587680955,1364494745,"{'rating': 2351, 'date': 1586530396, 'rd': 250}","{'rating': 2297, 'date': 1587494804, 'rd': 47}","{'rating': 1960, 'date': 1529857117, 'rd': 105}","{'rating': 2431, 'date': 1587235054, 'rd': 41}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 545, 'loss': 385, 'draw': 89}","{'win': 3098, 'loss': 2785, 'draw': 368}","{'win': 91, 'loss': 43, 'draw': 10, 'time_per_move': 10680, 'timeout_percent': 0}"
1860,ellipsoul,FM,GB,1587653745,1505376968,"{'rating': 2250, 'date': 1557967542, 'rd': 144}","{'rating': 2580, 'date': 1586638058, 'rd': 36}","{'rating': 1728, 'date': 1553172605, 'rd': 78}","{'rating': 2455, 'date': 1586208059, 'rd': 50}","{'win': 4, 'loss': 1, 'draw': 1}","{'win': 603, 'loss': 406, 'draw': 123}","{'win': 538, 'loss': 367, 'draw': 93}","{'win': 28, 'loss': 16, 'draw': 0, 'time_per_move': 16150, 'timeout_percent': 0}"
1861,eloist,FM,DE,1586969323,1477610137,N/A,"{'rating': 2248, 'date': 1586977787, 'rd': 31}",N/A,N/A,N/A,"{'win': 410, 'loss': 462, 'draw': 62}",N/A,N/A
1862,elpepinillo14,FM,AR,1587693607,1352593687,"{'rating': 2246, 'date': 1561036167, 'rd': 257}","{'rating': 2700, 'date': 1586555052, 'rd': 38}",N/A,"{'rating': 2552, 'date': 1583464984, 'rd': 60}","{'win': 35, 'loss': 0, 'draw': 0}","{'win': 1590, 'loss': 1338, 'draw': 233}","{'win': 369, 'loss': 279, 'draw': 34}",N/A
1863,elpera,FM,ES,1587673420,1482095297,N/A,"{'rating': 2343, 'date': 1587600801, 'rd': 33}",N/A,"{'rating': 2158, 'date': 1587601502, 'rd': 46}",N/A,"{'win': 920, 'loss': 903, 'draw': 113}","{'win': 34, 'loss': 47, 'draw': 6}",N/A
1864,eltarolo,FM,HU,1587674649,1489776866,N/A,"{'rating': 2324, 'date': 1587753162, 'rd': 31}",N/A,"{'rating': 2302, 'date': 1587764340, 'rd': 22}",N/A,"{'win': 182, 'loss': 156, 'draw': 31}","{'win': 517, 'loss': 521, 'draw': 45}",N/A
1865,elvital,FM,FI,1587665236,1294854711,"{'rating': 2414, 'date': 1586777156, 'rd': 116}","{'rating': 2268, 'date': 1587664429, 'rd': 47}","{'rating': 990, 'date': 1295256794, 'rd': 213}",N/A,"{'win': 9, 'loss': 5, 'draw': 1}","{'win': 60, 'loss': 27, 'draw': 10}",N/A,"{'win': 1, 'loss': 2, 'draw': 0, 'time_per_move': 17333, 'timeout_percent': 0}"
1866,elyon2000,FM,DE,1587552125,1516289374,N/A,"{'rating': 2390, 'date': 1586263004, 'rd': 69}",N/A,"{'rating': 2327, 'date': 1575481878, 'rd': 84}",N/A,"{'win': 209, 'loss': 115, 'draw': 13}","{'win': 45, 'loss': 7, 'draw': 0}",N/A
1867,el_pokito,FM,FR,1533296844,1517790825,N/A,"{'rating': 1842, 'date': 1520799061, 'rd': 290}",N/A,"{'rating': 2248, 'date': 1517888430, 'rd': 65}",N/A,"{'win': 0, 'loss': 1, 'draw': 0}","{'win': 17, 'loss': 12, 'draw': 4}",N/A
1868,emanjdj,FM,HN,1587686423,1345150941,"{'rating': 1613, 'date': 1586039854, 'rd': 111}","{'rating': 2302, 'date': 1586732801, 'rd': 38}","{'rating': 1390, 'date': 1508298789, 'rd': 97}","{'rating': 1992, 'date': 1585600883, 'rd': 60}","{'win': 14, 'loss': 7, 'draw': 2}","{'win': 1760, 'loss': 1478, 'draw': 141}","{'win': 237, 'loss': 155, 'draw': 12}","{'win': 28, 'loss': 3, 'draw': 1, 'time_per_move': 9100, 'timeout_percent': 0}"
1869,emheyturq,FM,PH,1586259164,1363651884,"{'rating': 2200, 'date': 1550545114, 'rd': 228}","{'rating': 2301, 'date': 1578595800, 'rd': 54}","{'rating': 800, 'date': 1374670921, 'rd': 350}","{'rating': 2348, 'date': 1585346127, 'rd': 75}","{'win': 4, 'loss': 0, 'draw': 1}","{'win': 391, 'loss': 422, 'draw': 82}","{'win': 2935, 'loss': 2480, 'draw': 244}","{'win': 1, 'loss': 0, 'draw': 0, 'time_per_move': 268153, 'timeout_percent': 0}"
1870,emmachess,FM,CR,1587679172,1353691668,N/A,"{'rating': 2580, 'date': 1587502023, 'rd': 40}","{'rating': 1143, 'date': 1585194002, 'rd': 204}","{'rating': 2524, 'date': 1585624749, 'rd': 32}",N/A,"{'win': 1199, 'loss': 999, 'draw': 241}","{'win': 590, 'loss': 436, 'draw': 65}","{'win': 3, 'loss': 4, 'draw': 0, 'time_per_move': 102724, 'timeout_percent': 66.67}"
1871,emon005,FM,BD,1587481409,1461169536,"{'rating': 881, 'date': 1585756542, 'rd': 269}","{'rating': 1850, 'date': 1587484649, 'rd': 50}",N/A,"{'rating': 1199, 'date': 1585999713, 'rd': 90}","{'win': 1, 'loss': 3, 'draw': 0}","{'win': 87, 'loss': 48, 'draw': 6}","{'win': 8, 'loss': 14, 'draw': 0}",N/A
1872,emrededebas,FM,TR,1587692879,1506563782,N/A,"{'rating': 2443, 'date': 1587663883, 'rd': 53}",N/A,"{'rating': 2569, 'date': 1573309671, 'rd': 28}",N/A,"{'win': 341, 'loss': 217, 'draw': 48}","{'win': 469, 'loss': 418, 'draw': 69}",N/A
1873,endgamegenius,FM,ZM,1586493629,1419410878,N/A,"{'rating': 2300, 'date': 1583258449, 'rd': 57}",N/A,"{'rating': 2000, 'date': 1466119788, 'rd': 302}",N/A,"{'win': 571, 'loss': 531, 'draw': 31}","{'win': 0, 'loss': 1, 'draw': 0}",N/A
1874,endgamegrinder,FM,IS,1587669599,1283959083,N/A,"{'rating': 2550, 'date': 1587751065, 'rd': 29}",N/A,"{'rating': 2444, 'date': 1575221222, 'rd': 125}",N/A,"{'win': 1719, 'loss': 1523, 'draw': 348}","{'win': 90, 'loss': 27, 'draw': 12}",N/A
1875,eneasz,FM,PL,1587684686,1473868968,N/A,"{'rating': 2559, 'date': 1587759031, 'rd': 41}","{'rating': 1741, 'date': 1574778797, 'rd': 168}","{'rating': 2353, 'date': 1587755468, 'rd': 58}",N/A,"{'win': 366, 'loss': 208, 'draw': 44}","{'win': 538, 'loss': 144, 'draw': 21}","{'win': 7, 'loss': 0, 'draw': 0, 'time_per_move': 22290, 'timeout_percent': 0}"
1876,enfanterrible,FM,ES,1587436251,1256184552,"{'rating': 2021, 'date': 1516504682, 'rd': 336}","{'rating': 2317, 'date': 1571437245, 'rd': 221}",N/A,"{'rating': 2344, 'date': 1540355064, 'rd': 75}","{'win': 5, 'loss': 0, 'draw': 0}","{'win': 22, 'loss': 4, 'draw': 1}","{'win': 257, 'loss': 45, 'draw': 7}",N/A
1877,entilza,FM,FR,1587631497,1408627873,"{'rating': 1916, 'date': 1564433472, 'rd': 178}","{'rating': 2457, 'date': 1583788164, 'rd': 47}","{'rating': 2000, 'date': 1444836740, 'rd': 250}",N/A,"{'win': 3, 'loss': 1, 'draw': 1}","{'win': 270, 'loss': 158, 'draw': 31}",N/A,"{'win': 2, 'loss': 0, 'draw': 0, 'time_per_move': 767, 'timeout_percent': 0}"
1878,enzy63,FM,DE,1555340915,1465738664,"{'rating': 2141, 'date': 1476822470, 'rd': 291}","{'rating': 2147, 'date': 1549653259, 'rd': 65}","{'rating': 2356, 'date': 1572867603, 'rd': 57}","{'rating': 2002, 'date': 1529272125, 'rd': 25}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 296, 'loss': 249, 'draw': 31}","{'win': 170, 'loss': 119, 'draw': 6}","{'win': 154, 'loss': 26, 'draw': 61, 'time_per_move': 42255, 'timeout_percent': 0}"
1879,er404,FM,MZ,1586773589,1438361734,"{'rating': 2009, 'date': 1519134182, 'rd': 343}","{'rating': 2346, 'date': 1585587100, 'rd': 32}",N/A,"{'rating': 2176, 'date': 1582579323, 'rd': 53}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 734, 'loss': 598, 'draw': 96}","{'win': 650, 'loss': 489, 'draw': 60}",N/A
1880,erik1971,FM,NL,1586608464,1256592114,N/A,"{'rating': 2117, 'date': 1586463339, 'rd': 54}",N/A,"{'rating': 1653, 'date': 1585775721, 'rd': 78}",N/A,"{'win': 385, 'loss': 280, 'draw': 25}","{'win': 18, 'loss': 14, 'draw': 0}",N/A
1881,erikronka,FM,FI,1587679621,1270134391,"{'rating': 2279, 'date': 1586691279, 'rd': 163}","{'rating': 2425, 'date': 1587495036, 'rd': 45}","{'rating': 1092, 'date': 1270885258, 'rd': 265}","{'rating': 2377, 'date': 1586445174, 'rd': 90}","{'win': 7, 'loss': 4, 'draw': 2}","{'win': 1708, 'loss': 1737, 'draw': 259}","{'win': 307, 'loss': 305, 'draw': 32}","{'win': 1, 'loss': 1, 'draw': 0, 'time_per_move': 42077, 'timeout_percent': 0}"
1882,erugee,FM,US,1578966670,1306288666,N/A,"{'rating': 2217, 'date': 1578968659, 'rd': 32}",N/A,"{'rating': 2200, 'date': 1560002824, 'rd': 145}",N/A,"{'win': 719, 'loss': 669, 'draw': 78}","{'win': 9, 'loss': 3, 'draw': 0}",N/A
1883,ervanovic,FM,ID,1587675597,1421892754,N/A,"{'rating': 2471, 'date': 1587624362, 'rd': 45}",N/A,"{'rating': 2348, 'date': 1569222875, 'rd': 67}",N/A,"{'win': 260, 'loss': 145, 'draw': 20}","{'win': 201, 'loss': 115, 'draw': 12}",N/A
1884,erwich,FM,NL,1584993283,1382022936,N/A,"{'rating': 2142, 'date': 1584994348, 'rd': 249}",N/A,N/A,N/A,"{'win': 1, 'loss': 0, 'draw': 0}",N/A,N/A
1885,er_is_geen_hoop_meer,FM,VI,1587678357,1378489612,N/A,"{'rating': 2374, 'date': 1587757980, 'rd': 57}","{'rating': 1845, 'date': 1587766306, 'rd': 36}","{'rating': 2341, 'date': 1587154825, 'rd': 133}",N/A,"{'win': 374, 'loss': 241, 'draw': 38}","{'win': 32, 'loss': 4, 'draw': 0}","{'win': 3057, 'loss': 1638, 'draw': 288, 'time_per_move': 17733, 'timeout_percent': 0}"
1886,essequamvideris,FM,US,1582234278,1337971663,"{'rating': 1867, 'date': 1427997547, 'rd': 141}","{'rating': 2441, 'date': 1546384815, 'rd': 66}",N/A,"{'rating': 2325, 'date': 1501998135, 'rd': 24}","{'win': 14, 'loss': 4, 'draw': 0}","{'win': 884, 'loss': 700, 'draw': 74}","{'win': 1395, 'loss': 1352, 'draw': 80}",N/A
1887,esskeettit,FM,BG,1587654342,1536589613,"{'rating': 2442, 'date': 1587382243, 'rd': 172}","{'rating': 2286, 'date': 1587747917, 'rd': 25}",N/A,"{'rating': 2144, 'date': 1585915281, 'rd': 47}","{'win': 5, 'loss': 0, 'draw': 1}","{'win': 1381, 'loss': 1321, 'draw': 234}","{'win': 424, 'loss': 469, 'draw': 26}",N/A
1888,estacio99,FM,BR,1307931874,1307595851,N/A,N/A,N/A,"{'rating': 2528, 'date': 1307931671, 'rd': 28}",N/A,N/A,"{'win': 215, 'loss': 31, 'draw': 4}",N/A
1889,estudiando_ajedrez,FM,AR,1587673974,1512600145,"{'rating': 2301, 'date': 1585358041, 'rd': 133}","{'rating': 2216, 'date': 1585877579, 'rd': 71}","{'rating': 2483, 'date': 1586628582, 'rd': 89}","{'rating': 2008, 'date': 1584297486, 'rd': 108}","{'win': 10, 'loss': 2, 'draw': 0}","{'win': 188, 'loss': 37, 'draw': 6}","{'win': 23, 'loss': 11, 'draw': 0}","{'win': 42, 'loss': 2, 'draw': 18, 'time_per_move': 125967, 'timeout_percent': 0}"
1890,ethanli-ny,FM,US,1587688030,1500060999,"{'rating': 2021, 'date': 1567403415, 'rd': 203}","{'rating': 2435, 'date': 1586732202, 'rd': 44}","{'rating': 1800, 'date': 1568042404, 'rd': 350}","{'rating': 2325, 'date': 1585373592, 'rd': 46}","{'win': 1, 'loss': 1, 'draw': 1}","{'win': 631, 'loss': 377, 'draw': 73}","{'win': 579, 'loss': 361, 'draw': 40}","{'win': 2, 'loss': 0, 'draw': 0, 'time_per_move': 12783, 'timeout_percent': 0}"
1891,et_050673g,FM,ES,1585012645,1238003177,N/A,"{'rating': 2164, 'date': 1585014415, 'rd': 62}",N/A,N/A,N/A,"{'win': 1129, 'loss': 1172, 'draw': 93}",N/A,N/A
1892,eulero78,FM,IT,1587643540,1351290882,N/A,"{'rating': 2142, 'date': 1581258863, 'rd': 32}","{'rating': 1846, 'date': 1587496803, 'rd': 54}","{'rating': 1778, 'date': 1411906843, 'rd': 91}",N/A,"{'win': 1872, 'loss': 1341, 'draw': 184}","{'win': 55, 'loss': 35, 'draw': 3}","{'win': 626, 'loss': 165, 'draw': 78, 'time_per_move': 9433, 'timeout_percent': 0}"
1893,eusebius,FM,EH,1587692239,1190122165,"{'rating': 1643, 'date': 1538257194, 'rd': 106}","{'rating': 2351, 'date': 1587046636, 'rd': 41}",N/A,"{'rating': 2216, 'date': 1543090690, 'rd': 126}","{'win': 21, 'loss': 22, 'draw': 2}","{'win': 2050, 'loss': 1549, 'draw': 262}","{'win': 1687, 'loss': 1248, 'draw': 114}",N/A
1894,euwe1234,FM,FR,1587671357,1500206023,"{'rating': 2081, 'date': 1587481255, 'rd': 314}","{'rating': 2189, 'date': 1586884366, 'rd': 62}","{'rating': 1044, 'date': 1500906006, 'rd': 292}","{'rating': 2078, 'date': 1584787872, 'rd': 84}","{'win': 0, 'loss': 1, 'draw': 0}","{'win': 92, 'loss': 44, 'draw': 5}","{'win': 43, 'loss': 14, 'draw': 1}","{'win': 3, 'loss': 1, 'draw': 0, 'time_per_move': 31915, 'timeout_percent': 0}"
1895,evargalopuch,FM,FR,1587233550,1374612787,"{'rating': 2144, 'date': 1552234921, 'rd': 246}","{'rating': 2344, 'date': 1585486070, 'rd': 90}",N/A,"{'rating': 1896, 'date': 1552773959, 'rd': 143}","{'win': 2, 'loss': 0, 'draw': 0}","{'win': 3424, 'loss': 2429, 'draw': 359}","{'win': 51, 'loss': 24, 'draw': 1}",N/A
1896,evgenyermolaev,FM,RU,1587682226,1445529247,N/A,"{'rating': 2551, 'date': 1587494964, 'rd': 58}",N/A,"{'rating': 2516, 'date': 1586108305, 'rd': 54}",N/A,"{'win': 599, 'loss': 401, 'draw': 65}","{'win': 3305, 'loss': 2541, 'draw': 413}",N/A
1897,excalibur885,FM,GB,1586871561,1561924412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1898,ezkybel,FM,PA,1587700196,1489848579,N/A,"{'rating': 2383, 'date': 1587504786, 'rd': 42}",N/A,"{'rating': 2349, 'date': 1587332716, 'rd': 77}",N/A,"{'win': 703, 'loss': 563, 'draw': 73}","{'win': 825, 'loss': 577, 'draw': 69}",N/A
1899,ez_chess2016,FM,IL,1511366967,1462890051,N/A,"{'rating': 1964, 'date': 1509898784, 'rd': 28}",N/A,"{'rating': 1751, 'date': 1504131787, 'rd': 225}",N/A,"{'win': 973, 'loss': 941, 'draw': 58}","{'win': 10, 'loss': 2, 'draw': 0}",N/A
1900,fabianvivasz,FM,PE,1587656660,1446500877,N/A,"{'rating': 2419, 'date': 1587494991, 'rd': 71}",N/A,"{'rating': 2099, 'date': 1586928985, 'rd': 67}",N/A,"{'win': 53, 'loss': 27, 'draw': 3}","{'win': 96, 'loss': 81, 'draw': 10}",N/A
1901,fabricewantiez,FM,BE,1587676454,1263925721,"{'rating': 1879, 'date': 1505763810, 'rd': 128}","{'rating': 2430, 'date': 1587743238, 'rd': 28}","{'rating': 1697, 'date': 1587744409, 'rd': 56}","{'rating': 2043, 'date': 1572100558, 'rd': 179}","{'win': 5, 'loss': 5, 'draw': 0}","{'win': 2590, 'loss': 2043, 'draw': 322}","{'win': 325, 'loss': 186, 'draw': 16}","{'win': 2267, 'loss': 1590, 'draw': 171, 'time_per_move': 32607, 'timeout_percent': 0}"
1902,fafqulec,FM,PL,1587664592,1308658282,"{'rating': 2000, 'date': 1308902114, 'rd': 290}","{'rating': 2385, 'date': 1523629353, 'rd': 171}","{'rating': 2011, 'date': 1587322206, 'rd': 81}","{'rating': 2000, 'date': 1388675912, 'rd': 120}","{'win': 1, 'loss': 0, 'draw': 0}","{'win': 53, 'loss': 11, 'draw': 2}","{'win': 56, 'loss': 31, 'draw': 1}","{'win': 264, 'loss': 90, 'draw': 48, 'time_per_move': 28686, 'timeout_percent': 31.25}"
1903,faiberpapi,FM,CO,1587644705,1410182246,N/A,"{'rating': 2160, 'date': 1587257245, 'rd': 101}",N/A,"{'rating': 1955, 'date': 1553129093, 'rd': 93}",N/A,"{'win': 518, 'loss': 498, 'draw': 81}","{'win': 87, 'loss': 86, 'draw': 6}",N/A
1904,fancyknightmaneuvers,FM,CA,1587698631,1315340925,"{'rating': 2496, 'date': 1578886799, 'rd': 59}","{'rating': 2573, 'date': 1587494690, 'rd': 44}","{'rating': 2037, 'date': 1486356003, 'rd': 123}","{'rating': 2518, 'date': 1587679544, 'rd': 46}","{'win': 11, 'loss': 9, 'draw': 57}","{'win': 926, 'loss': 720, 'draw': 148}","{'win': 1751, 'loss': 1746, 'draw': 221}","{'win': 206, 'loss': 195, 'draw': 29, 'time_per_move': 9623, 'timeout_percent': 0}"
